id,title,year,genre,stars,rating,duration,img_src,YT_link
83,Shameless,2011,"Comedy, Drama","['William H. Macy', 'Ethan Cutkosky', 'Jeremy Allen White']",8.4,46,"""https://m.media-amazon.com/images/M/MV5BYzFmODNkNDMtOTgzMy00NzQ1LWEwNDItNzU1MmYyYThhYzUwXkEyXkFqcGdeQXVyOTA3MTMyOTk@.jpg""",9tvkYS5cA58
84,Mindhunter,2017,"Crime, Drama, Thriller","['Holt McCallany', 'Anna Torv', 'Hannah Gross']",8.8,60,"""https://m.media-amazon.com/images/M/MV5BNWNmYzQ1ZWUtYTQ3ZS00Y2UwLTlkMDctZThlOTJkMGJiNzBiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg""",oFlKiTwhd38
85,The Boys,2019,"Action, Comedy, Crime","['Jack Quaid', 'Antony Starr', 'Erin Moriarty']",9.6,60,"""https://m.media-amazon.com/images/M/MV5BMjdjOTliZTQtM2FhNS00Mjk3LWJiOTgtMWJlMTg4MDgyNzc1XkEyXkFqcGdeQXVyODk4OTc3MTY@.jpg""",06rueu_fh30
86,Prison Break,2005,"Action, Crime, Drama","['Wentworth Miller', 'Amaury Nolasco', 'Robert Knepper']",8.4,44,"""https://m.media-amazon.com/images/M/MV5BMTg3NTkwNzAxOF5BMl5BanBnXkFtZTcwMjM1NjI5MQ@@.jpg""",AL9zLctDJaU
87,Kaubôi bibappu,1998,"Animation, Action, Adventure","['Unshô Ishizuka', 'Megumi Hayashibara', 'Steve Blum']",8.5,24,"""https://m.media-amazon.com/images/M/MV5BNGNlNjBkODEtZThlOC00YzUxLWI0MjMtMjk3YzJmMDFlNWZlXkEyXkFqcGdeQXVyNjI0MDg2NzE@.jpg""",gWZ4mtZtvww
88,Modern Family,2009,"Comedy, Drama, Romance","['Sofía Vergara', 'Julie Bowen', 'Ty Burrell']",8.5,22,"""https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@.jpg""",aogZUDx51vQ
89,One Punch Man: Wanpanman,2015,"Animation, Action, Comedy","['Kaito Ishikawa', 'Max Mittelman', 'Zach Aguilar']",8.9,24,"""https://m.media-amazon.com/images/M/MV5BMzQxMzE5NzM2NV5BMl5BanBnXkFtZTgwMDQ4NTUyNzE@.jpg""",2JAElThbKrI
90,Koombiyo,2017,"Crime, Drama, Thriller","['Kalana Gunasekara', 'Andrew Pulle', 'Yureni Noshika']",8.7,20,"""https://m.media-amazon.com/images/M/MV5BZTg4NThiZDktMGEwOS00NmRiLTgxNWMtYjNiNDk5OWU1MzkyXkEyXkFqcGdeQXVyMzk2MDE1MDg@.jpg""",gWZ4mtZtvww
91,La Casa de Papel,2017,"Action, Crime, Mystery","['Álvaro Morte', 'Itziar Ituño', 'Pedro Alonso']",8.9,70,"""https://m.media-amazon.com/images/M/MV5BZDcxOGI0MDYtNTc5NS00NDUzLWFkOTItNDIxZjI0OTllNTljXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg""",9qvE_tmWAFg
92,Spartacus: Blood and Sand,2010,"Action, Adventure, Biography","['Lucy Lawless', 'Manu Bennett', 'Daniel Feuerriegel']",8.1,55,"""https://m.media-amazon.com/images/M/MV5BZTEwZTM3MzUtMzk3Yy00YWI4LWI1ZTktOTc1MmRjZWM5ZDhmXkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg""",2K4z1SjrjLg
93,Hannibal,2013,"Crime, Drama, Horror","['Mads Mikkelsen', 'Caroline Dhavernas', 'Laurence Fishburne']",8.7,44,"""https://m.media-amazon.com/images/M/MV5BNWU5YmJhNWEtZGVlOS00NmRhLThmNzUtYjAyMDA2MDg5ZTM4XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg""",Sx9bjEfzV_s
94,Pride and Prejudice,1995,"Drama, Romance","['Jennifer Ehle', 'Susannah Harker', 'Julia Sawalha']",8.5,327,"""https://m.media-amazon.com/images/M/MV5BMDM0MjFlOGYtNTg2ZC00MmRkLTg5OTQtM2U5ZjUyYTgxZThiXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",P5MmcT_vcBU
95,Six Feet Under,2001,"Comedy, Drama","['Michael C. Hall', 'Frances Conroy', 'Lauren Ambrose']",8.7,55,"""https://m.media-amazon.com/images/M/MV5BMTQzODk5N2UtYjE4ZC00YWM1LWJkMGYtYmY2NjNjMjIzZDRmXkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg""",VT6Fq1ENb8s
96,When They See Us,2019,"Biography, Crime, Drama","['Caleel Harris', 'Ethan Herisse', 'Marquis Rodriguez']",8.9,296,"""https://m.media-amazon.com/images/M/MV5BZmJjM2YzOWEtOTYxYi00YjhkLTliMzgtMTA2MTc0NDQ1MDM4XkEyXkFqcGdeQXVyODY5OTk4MA@@.jpg""",u3F9n_smGWY
97,The Big Bang Theory,2007,"Comedy, Romance","['Jim Parsons', 'Kaley Cuoco', 'Simon Helberg']",8.6,22,"""https://m.media-amazon.com/images/M/MV5BY2FmZTY5YTktOWRlYy00NmIyLWE0ZmQtZDg2YjlmMzczZDZiXkEyXkFqcGdeQXVyNjg4NzAyOTA@.jpg""",WBb3fojgW0Q
98,The Crown,2016,"Drama, History","['Matt Smith', 'Olivia Colman', 'Tobias Menzies']",8.5,58,"""https://m.media-amazon.com/images/M/MV5BNGI1ODkzZDQtZTYxYS00MTg1LWFlY2QtMTM5MGNhNWRhYmVmXkEyXkFqcGdeQXVyNjU2ODM5MjU@.jpg""",JWtnJjn6ng0
99,Community,2009,Comedy,"['Danny Pudi', 'Donald Glover', 'Chevy Chase']",8.5,22,"""https://m.media-amazon.com/images/M/MV5BNDQ5NDZiYjktZmFmMy00MjAxLTk1MDktOGZjYTY5YTE1ODdmXkEyXkFqcGdeQXVyNjcwMzEzMTU@.jpg""",sBCE9oIuN24
100,Dragon Ball Z,1996,"Animation, Action, Adventure","['Christopher Sabat', 'Scott McNeil', 'Sean Schemmel']",8.7,24,"""https://m.media-amazon.com/images/M/MV5BNGM5MTEyZDItZWNhOS00NzNkLTgwZTAtNWIzY2IzZmExOWMxXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",aOPJ6y3HWII
101,Gravity Falls,2012,"Animation, Action, Adventure","['Alex Hirsch', 'Kristen Schaal', 'Linda Cardellini']",8.3,23,"""https://m.media-amazon.com/images/M/MV5BMTEzNDc3MDQ2NzNeQTJeQWpwZ15BbWU4MDYzMzUwMDIx.jpg""",0PYzpK-xa6c
102,Archer,2009,"Animation, Action, Comedy","['Judy Greer', 'Amber Nash', 'Chris Parnell']",8.7,22,"""https://m.media-amazon.com/images/M/MV5BMTg3NTMwMzY2OF5BMl5BanBnXkFtZTgwMDcxMjQ0NDE@.jpg""",bfQkIuMQBkc
103,The Punisher,2017,"Action, Adventure, Crime","['Amber Rose Revah', 'Ben Barnes', 'Jason R. Moore']",8.4,53,"""https://m.media-amazon.com/images/M/MV5BMTExODIwOTUxNzFeQTJeQWpwZ15BbWU4MDE5MDA0MTcz.jpg""",s4QV6OZdmWY
104,Boardwalk Empire,2010,"Crime, Drama, History","['Kelly Macdonald', 'Michael Shannon', 'Shea Whigham']",8.7,55,"""https://m.media-amazon.com/images/M/MV5BYTYxNzc5ZmYtODcyNi00ZWUwLWExNWUtY2Y0YTlhZDBlMGU1XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@.jpg""",e6z71l6HQwQ
105,Curb Your Enthusiasm,2000,Comedy,"['Cheryl Hines', 'Jeff Garlin', 'Susie Essman']",8.4,28,"""https://m.media-amazon.com/images/M/MV5BZjYyMmJjYWUtZjBjMS00MWQzLTk0OWYtYzU1MmE3NzFhZjJkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",u7bnE6XiOEQ
106,Homeland,2011,"Crime, Drama, Mystery","['Mandy Patinkin', 'Damian Lewis', 'Rupert Friend']",8.5,55,"""https://m.media-amazon.com/images/M/MV5BYjY2ODA0NjYtMzlkMi00ZjY5LThiNjUtNzZjYzgxNjc0MzQzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",KyFmS3wRPCQ
107,BoJack Horseman,2014,"Animation, Comedy, Drama","['Amy Sedaris', 'Alison Brie', 'Aaron Paul']",8.7,25,"""https://m.media-amazon.com/images/M/MV5BYWQwMDNkM2MtODU4OS00OTY3LTgwOTItNjE2Yzc0MzRkMDllXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",i1eJMig5Ik4
108,Fringe,2008,"Drama, Mystery, Sci-Fi","['Joshua Jackson', 'John Noble', 'Jasika Nicole']",8.7,46,"""https://m.media-amazon.com/images/M/MV5BMjE2NTA2OTA2Nl5BMl5BanBnXkFtZTcwODM0NDM1Ng@@.jpg""",29bSzbqZ3xE
109,This Is Us,2016,"Comedy, Drama, Romance","['Mandy Moore', 'Sterling K. Brown', 'Chrissy Metz']",8.4,45,"""https://m.media-amazon.com/images/M/MV5BMDM2YTMzMWMtNmFhZi00ZWY4LTk1ZmUtMWExNzg3NDZmMTY4XkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg""",wVeiOHmtrOA
110,Futurama,1999,"Animation, Comedy, Sci-Fi","['John DiMaggio', 'Katey Sagal', 'Tress MacNeille']",8.7,22,"""https://m.media-amazon.com/images/M/MV5BNzA2ZDk2ZTUtMWU2Yi00NDVmLTk1ODEtMmFmMjQyNWYzODI0XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",0rY0HJT_CvM
111,The Handmaid's Tale,2017,"Drama, Sci-Fi, Thriller","['Amanda Brugel', 'Madeline Brewer', 'Max Minghella']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BMTU0MTI0MDAyM15BMl5BanBnXkFtZTgwMDg5MzYyNTM@.jpg""",dVLiDETfx1c
112,Oz,1997,"Crime, Drama, Thriller","['J.K. Simmons', 'Lee Tergesen', 'Dean Winters']",8.5,55,"""https://m.media-amazon.com/images/M/MV5BOGE0MDgxMGMtY2YyZi00MWU4LWE3MzMtNzAwYjM4YWUxMWVmXkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg""",h9_7kF-ctEo
113,Sacred Games,2018,"Action, Crime, Drama","['Nawazuddin Siddiqui', 'Neeraj Kabi', 'Aamir Bashir']",8.6,50,"""https://m.media-amazon.com/images/M/MV5BMjJlMjJlMzYtNmU5Yy00N2MwLWJmMjEtNWUwZWIyMGViZDgyXkEyXkFqcGdeQXVyOTAzMTc2MjA@.jpg""",w-Xe8gLBc5I
114,Brooklyn Nine-Nine,2013,"Comedy, Crime","['Stephanie Beatriz', 'Terry Crews', 'Melissa Fumero']",8.8,22,"""https://m.media-amazon.com/images/M/MV5BNzVkYWY4NzYtMWFlZi00YzkwLThhZDItZjcxYTU4ZTMzMDZmXkEyXkFqcGdeQXVyODUxOTU0OTg@.jpg""",sEOuJ4z5aTc
115,Fawlty Towers,1975,Comedy,"['Prunella Scales', 'Andrew Sachs', 'Connie Booth']",8.3,30,"""https://m.media-amazon.com/images/M/MV5BYzc3MTQyYzMtMWY4Ny00N2RiLWI3ZDYtOWRlYjUxZDllMjQxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg""",1-TummWd5Bs
116,The Witcher,2019,"Action, Adventure, Fantasy","['Freya Allan', 'Anya Chalotra', 'Mimi Ndiweni']",9.2,60,"""https://m.media-amazon.com/images/M/MV5BOGE4MmVjMDgtMzIzYy00NjEwLWJlODMtMDI1MGY2ZDlhMzE2XkEyXkFqcGdeQXVyMzY0MTE3NzU@.jpg""",ndl1W4ltcmg
117,Big Little Lies,2017,"Crime, Drama, Mystery","['Nicole Kidman', 'Shailene Woodley', 'Zoë Kravitz']",8.5,60,"""https://m.media-amazon.com/images/M/MV5BZmNjYzdjN2ItOTBlNy00Mjc0LWE4YmMtYTQ4ZjQzNTMyNDc4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",8XgMvMpvCFI
118,The Newsroom,2012,Drama,"['Emily Mortimer', 'John Gallagher Jr.', 'Alison Pill']",8.6,55,"""https://m.media-amazon.com/images/M/MV5BZDI0OWIwMTgtZGIyOC00ODRhLWIwNjAtOWViZmMwOWYwOGViXkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg""",lB944ODCK24
119,The West Wing,1999,Drama,"['Rob Lowe', 'Allison Janney', 'John Spencer']",8.9,44,"""https://m.media-amazon.com/images/M/MV5BNjk3ZWE3ZDctN2Q1YS00NzNhLWFjNmYtZTkwYWQxZmQ3NzM3XkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg""",r60Nw2fWgvw
120,Scrubs,2001,"Comedy, Drama","['Donald Faison', 'Sarah Chalke', 'John C. McGinley']",8.9,22,"""https://m.media-amazon.com/images/M/MV5BODE1MGVjZjMtODc5My00ODBjLTg0NWItMDllNTNlM2Y3ZGYyXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",zOgb3KIJDY8
121,Sahsiyet,2018,"Crime, Drama, Mystery","['Cansu Dere', 'Metin Akdülger', 'Sebnem Bozoklu']",8.5,65,"""https://m.media-amazon.com/images/M/MV5BOTJkNzJmYzgtZTZmNC00MTQ2LWE2ZGQtM2EyYjliNGViMTY5XkEyXkFqcGdeQXVyNDg4MjkzNDk@.jpg""",NULL
122,Person of Interest,2011,"Action, Crime, Drama","['Taraji P. Henson', 'Kevin Chapman', 'Michael Emerson']",8.4,43,"""https://m.media-amazon.com/images/M/MV5BZDU1NzA5YzUtNTdmNy00NTVjLWFhNzEtYWI1NmNkNTA1ZDBhXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",WYDWSNMTauQ
123,Deadwood,2004,"Crime, Drama, History","['Ian McShane', 'Molly Parker', 'Brad Dourif']",8.6,55,"""https://m.media-amazon.com/images/M/MV5BNDJhMjUzMDYtNzc4MS00Nzk2LTkyMGQtN2M5NTczYTZmYmY5XkEyXkFqcGdeQXVyMzU3MTc5OTE@.jpg""",nW4Dc-WqvJk
124,Entourage,2004,"Comedy, Drama","['Adrian Grenier', 'Kevin Dillon', 'Jerry Ferrara']",8.4,28,"""https://m.media-amazon.com/images/M/MV5BZDg3ZDc2MDQtNzQwZi00YzFjLTgyOTMtMDMzZTc5N2VlNTg2XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",XZ5wtKr3LWE
125,The Chosen,2017,Drama,"['Shahar Isaac', 'Noah James', 'Paras Patel']",9.8,28,"""https://m.media-amazon.com/images/M/MV5BZmY1YzA1ZDEtMTEyZC00OTY0LWI2YzYtYWE2OWI2ZDcwZjBkXkEyXkFqcGdeQXVyMjcyNjU5Mjg@.jpg""",K1-FoFj8Jbo
126,Silicon Valley,2014,Comedy,"['T.J. Miller', 'Josh Brener', 'Martin Starr']",8.5,27,"""https://m.media-amazon.com/images/M/MV5BOTcwNzU2MGEtMzUzNC00MzMwLWJhZGItNDY3NDllYjU5YzAyXkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg""",Vm4tx1O9GAc
127,Fleabag,2016,"Comedy, Drama","['Sian Clifford', 'Olivia Colman', 'Jenny Rainsford']",8.7,47,"""https://m.media-amazon.com/images/M/MV5BMjA4MzU5NzQxNV5BMl5BanBnXkFtZTgwOTg3MDA5NzM@.jpg""",FhZHv2id6Sk
128,The Shield,2002,"Crime, Drama, Thriller","['Catherine Dent', 'Walton Goggins', 'Michael Jace']",8.7,20,"""https://m.media-amazon.com/images/M/MV5BMTcwNzQwODI5NV5BMl5BanBnXkFtZTcwNzQxMjI5MQ@@.jpg""",RpabG1nyZMU
129,Flames,2018,"Comedy, Drama, Romance","['Tanya Maniktala', 'Sunakshi Grover', 'Shivam Kakar']",9.3,60,"""https://m.media-amazon.com/images/M/MV5BMGM5OTlmNjYtYmFlZi00MDY3LTk5YTctNTBlNjliZjEzY2E2XkEyXkFqcGdeQXVyOTAzMTc2MjA@.jpg""",ouyrvRJ6-3M
130,Luther,2010,"Crime, Drama, Mystery","['Dermot Crowley', 'Michael Smiley', 'Warren Brown']",8.5,57,"""https://m.media-amazon.com/images/M/MV5BYTdhNWMwYTMtNzQ3OC00ODZjLWI0YzQtYjVlODZiOWVlYTJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",qRcizKbrsws
131,The Marvelous Mrs. Maisel,2017,"Comedy, Drama","['Alex Borstein', 'Michael Zegen', 'Marin Hinkle']",8.7,525,"""https://m.media-amazon.com/images/M/MV5BZTFhMDdmODEtN2UwOS00ZjQwLTgxMGYtM2JlMGM3YTUyM2FjXkEyXkFqcGdeQXVyMTYzMDM0NTU@.jpg""",fOmwkTrW4OQ
132,The Night Of,2016,"Crime, Drama, Mystery","['John Turturro', 'Bill Camp', 'Amara Karan']",8.5,44,"""https://m.media-amazon.com/images/M/MV5BMjQyOTgxMDI0Nl5BMl5BanBnXkFtZTgwOTE4MzczOTE@.jpg""",PbHkfsyU-r8
133,Justified,2010,"Action, Crime, Drama","['Nick Searcy', 'Joelle Carter', 'Jacob Pitts']",8.6,60,"""https://m.media-amazon.com/images/M/MV5BMTgzNjQ4NjM1NF5BMl5BanBnXkFtZTcwNzQ4OTEzNw@@.jpg""",i7Fo0-2AETQ
134,Ozark,2017,"Crime, Drama, Thriller","['Laura Linney', 'Sofia Hublitz', 'Skylar Gaertner']",8.4,15,"""https://m.media-amazon.com/images/M/MV5BM2Q3MjQ3NDAtZDk4NS00MDIwLTllZGUtMmY1ZDU2OTJkNGY2XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg""",5hAXVqrljbs
135,"Love, Death &amp; Robots",2019,"Animation, Short, Comedy","['Nolan North', 'Matthew Yang King', 'Chris Cox']",8.5,24,"""https://m.media-amazon.com/images/M/MV5BMTc1MjIyNDI3Nl5BMl5BanBnXkFtZTgwMjQ1OTI0NzM@.jpg""",wUFwunMKa4E
136,One Piece: Wan pîsu,1999,"Animation, Action, Adventure","['Tony Beck', 'Laurent Vernin', 'Akemi Okamura']",8.7,175,"""https://m.media-amazon.com/images/M/MV5BODNmZWRlN2ItMmRmYy00MWM1LTllMGQtMWY4NzgwNTU2MmY5XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",S8_YwFLCh4U
137,Blackadder Goes Forth,1989,"Comedy, War","['Tony Robinson', 'Stephen Fry', 'Hugh Laurie']",8.8,28,"""https://m.media-amazon.com/images/M/MV5BMTQ0OTc1NTU1NV5BMl5BanBnXkFtZTcwNDk1NDYxMQ@@.jpg""",Tl1XEor0PvA
138,Californication,2007,"Comedy, Drama","['Natascha McElhone', 'Evan Handler', 'Pamela Adlon']",8.3,44,"""https://m.media-amazon.com/images/M/MV5BMjAyMDM2ODExNF5BMl5BanBnXkFtZTgwNTI2MjkzMTE@.jpg""",gQ7yaQhXJAI
139,24,2001,"Action, Crime, Drama","['Mary Lynn Rajskub', 'Carlos Bernard', 'Dennis Haysbert']",8.3,24,"""https://m.media-amazon.com/images/M/MV5BMTg5OTkyNzA0NF5BMl5BanBnXkFtZTcwMDYyMDUwMg@@.jpg""",7lxDREJ4vTo
140,Naruto: Shippûden,2007,"Animation, Action, Adventure","['Maile Flanagan', 'Kate Higgins', 'Chie Nakamura']",8.6,11,"""https://m.media-amazon.com/images/M/MV5BMTE5NzIwMGUtYTE1MS00MDUxLTgyZjctOWVkZDAxM2M4ZWQ4XkEyXkFqcGdeQXVyNjc2NjA5MTU@.jpg""",-G9BqkgZXRA
141,Family Guy,1999,"Animation, Comedy","['Alex Borstein', 'Seth Green', 'Mila Kunis']",8.1,30,"""https://m.media-amazon.com/images/M/MV5BODEwZjEzMjAtNjQxMy00Yjc4LWFlMDAtYjhjZTAxNDU3OTg3XkEyXkFqcGdeQXVyOTM2NTM4MjA@.jpg""",cNzmQ3SU56Q
142,The Office,2001,"Comedy, Drama","['Martin Freeman', 'Mackenzie Crook', 'Lucy Davis']",8.5,30,"""https://m.media-amazon.com/images/M/MV5BNGI4YWZhZDAtMjYwNC00YWJjLTgzODQtNmQ0OTI2NGQzMWUwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg""",jz1omRneAGg
143,Yeh Meri Family,2018,"Comedy, Drama, Family","['Mona Singh', 'Akarsh Khurana', 'Ahan Nirban']",9.2,60,"""https://m.media-amazon.com/images/M/MV5BZWMxMjBiZmUtMjM1Yi00ODk4LWE4MjctNmFlYzIzNmE4MmU4XkEyXkFqcGdeQXVyNzEyNTM4MTU@.jpg""",-8RHxGQy7H8
144,The Expanse,2015,"Drama, Mystery, Sci-Fi","['Cas Anvar', 'Dominique Tipper', 'Wes Chatham']",8.5,44,"""https://m.media-amazon.com/images/M/MV5BNGJlNzU1OTEtZDRmNy00YTM3LTgxNDgtMWEwNTg2OGI1YzYwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",kQuTAPWJxNo
145,Friday Night Lights,2006,"Drama, Sport","['Connie Britton', 'Zach Gilford', 'Aimee Teegarden']",8.7,59,"""https://m.media-amazon.com/images/M/MV5BMTYwNjIyMTYwOV5BMl5BanBnXkFtZTcwMTA2MDU1MQ@@.jpg""",FrzvFOvow_Y
146,Orange Is the New Black,2013,"Comedy, Crime, Drama","['Danielle Brooks', 'Taryn Manning', 'Emma Myles']",8.1,183,"""https://m.media-amazon.com/images/M/MV5BYjYyM2FmMmMtZDgyZi00NGU3LWI3NzktODllZDY0YzQyNzgyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",vY0qzXi5oJg
147,Battlestar Galactica,2003,"Action, Adventure, Drama","['Mary McDonnell', 'Katee Sackhoff', 'Jamie Bamber']",8.6,30,"""https://m.media-amazon.com/images/M/MV5BZjJlYzgzOWUtZmJlZi00ZGM4LTliNzctNWFkNThlMDJhZDQxXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",q2x14ZhEc9k
148,Cobra Kai,2018,"Action, Comedy, Drama","['Ralph Macchio', 'William Zabka', 'Courtney Henggeler']",8.8,60,"""https://m.media-amazon.com/images/M/MV5BZTUxMzMyYjYtNWU1MS00NTViLTgwMjEtNmY1NzJiZDg1NGU4XkEyXkFqcGdeQXVyODY0NzcxNw@@.jpg""",xCwwxNbtK6Y
149,American Horror Story,2011,"Drama, Horror, Thriller","['Kathy Bates', 'Angela Bassett', 'Sarah Paulson']",8.1,59,"""https://m.media-amazon.com/images/M/MV5BODZlYzc2ODYtYmQyZS00ZTM4LTk4ZDQtMTMyZDdhMDgzZTU0XkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg""",-9KZr2Vn7CQ
150,Taboo,2017,"Drama, Mystery, Thriller","['David Hayman', 'Jonathan Pryce', 'Oona Chaplin']",8.4,64,"""https://m.media-amazon.com/images/M/MV5BMTYyNTQwNzk0OV5BMl5BanBnXkFtZTgwMDAyMDI2MDI@.jpg""",W1fiijqrKuc
151,Outlander,2014,"Drama, Fantasy, Romance","['Sam Heughan', 'Duncan Lacroix', 'Sophie Skelton']",8.4,42,"""https://m.media-amazon.com/images/M/MV5BNzE3ZTYxZWYtMjQ1Ny00MzFhLWI1MGMtMDZmMzYwYjc1OWQ0XkEyXkFqcGdeQXVyMDA4NzMyOA@@.jpg""",PFFKjptRr7Y
152,Lucifer,2015,"Crime, Drama, Fantasy","['Lauren German', 'Kevin Alejandro', 'Lesley-Ann Brandt']",8.2,30,"""https://m.media-amazon.com/images/M/MV5BZTA2NTBkYWUtMzM4Zi00YzhlLTk4NWItY2U1ODczNDMyNDAzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@.jpg""",X4bF_quwNtw
153,College Romance,2018,"Comedy, Drama, Romance","['Apoorva Arora', 'Keshav Sadhna', 'Hira Ashar']",9.1,24,"""https://m.media-amazon.com/images/M/MV5BMTQxMTE0NWQtMzljZi00Y2VmLWI5NWMtMGRmODFjMTRiNmNiXkEyXkFqcGdeQXVyNDAzNDk0MTQ@.jpg""",zwRhlzrJGxo
154,Kota Factory,2019,"Comedy, Drama","['Jitendra Kumar', 'Ranjan Raj', 'Revathi Pillai']",9.1,60,"""https://m.media-amazon.com/images/M/MV5BNWFlNTY5MzEtNDhhMy00YTRmLWJhYjMtM2JjODkyMGRkZmUzXkEyXkFqcGdeQXVyOTAzMTc2MjA@.jpg""",pNZQ6msbOvM
155,Sense8,2015,"Drama, Mystery, Sci-Fi","['Jamie Clayton', 'Tina Desai', 'Tuppence Middleton']",8.3,24,"""https://m.media-amazon.com/images/M/MV5BMjA4MTEyMzcwMl5BMl5BanBnXkFtZTgwMTIwODczNTM@.jpg""",NULL
156,Hagane no renkinjutsushi,2003,"Animation, Action, Adventure","['Aaron Dismuke', 'Romi Pak', 'Rie Kugimiya']",8.6,45,"""https://m.media-amazon.com/images/M/MV5BMjYwNDlhMWYtMWE1ZS00ZjVhLWI1NzItMjQ5ZGI4NTIwZjQ5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",azPVumixZuE
157,Sex Education,2019,"Comedy, Drama","['Gillian Anderson', 'Ncuti Gatwa', 'Emma Mackey']",8.3,110,"""https://m.media-amazon.com/images/M/MV5BZjgyMzFiMDgtNWNmMS00ZDEyLTkzYzgtMjMzZjk4YjhjZWUxXkEyXkFqcGdeQXVyNDg4MjkzNDk@.jpg""",Hd2ldTR-WpI
158,Over the Garden Wall,2014,"Animation, Adventure, Drama","['Collin Dean', 'Melanie Lynskey', 'Christopher Lloyd']",8.8,22,"""https://m.media-amazon.com/images/M/MV5BYjQwZDhhNzctNTZjYy00NjYzLWE3ZjctNGQwZWY2Zjg5NTgwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",36mAsVSH_-s
159,Louie,2010,"Comedy, Drama","['Hadley Delany', 'Ursula Parker', 'Pamela Adlon']",8.5,23,"""https://m.media-amazon.com/images/M/MV5BMWFlODQ4MWQtNDA1ZS00MGUzLTkwNzEtZmE4MzczNjVjMjE3XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",lS3Qjn6_2Fs
160,The Legend of Korra,2012,"Animation, Action, Adventure","['P.J. Byrne', 'David Faustino', 'J.K. Simmons']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BNTRmM2E5OWYtYmYzMi00MDRiLTg2ZTYtZGQyZTNhZDMxYTgzXkEyXkFqcGdeQXVyODUwNjEzMzg@.jpg""",54srZLuYfb0
161,Bron/Broen,2011,"Crime, Mystery, Thriller","['Rafael Pettersson', 'Sarah Boberg', 'Dag Malmberg']",8.6,60,"""https://m.media-amazon.com/images/M/MV5BMjQ3MDAzNDU4NV5BMl5BanBnXkFtZTgwNjE2NDQ0NzE@.jpg""",7fQeu9B8MCs
162,Pod prikritie,2011,"Action, Crime, Drama","['Zachary Baharov', 'Vladimir Penev', 'Marian Valev']",8.9,572,"""https://m.media-amazon.com/images/M/MV5BMTEwODUwNjEwMDBeQTJeQWpwZ15BbWU3MDczMDAzODU@.jpg""",I7Im-xW9TXU
163,Dekalog,1989,Drama,"['Olgierd Lukaszewicz', 'Aleksander Bardini', 'Olaf Lubaszenko']",8.6,25,"""https://m.media-amazon.com/images/M/MV5BZWIzNDIzMTYtN2RiZS00NjA1LWFjNzMtOWQ0MDYxNWI1YTJiXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",OYg5zswGG8Y
164,Peep Show,2003,Comedy,"['Robert Webb', 'Matt King', 'Olivia Colman']",8.4,48,"""https://m.media-amazon.com/images/M/MV5BZjYwMWJhOWMtZTc5ZC00MGY0LTg0ZjktMzFhODhhZGZhNDRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",JutL_l9XByA
