id,title,author,rating,img_src,genre
173,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,4.35,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300845974i/35729.jpg,Romance
174,"Playing for Keeps (Neighbor from Hell, #1)",R.L. Mathewson,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406585295i/11381643.jpg,Romance
175,"Sugar Daddy (Travises, #1)",Lisa Kleypas,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442765007i/306364.jpg,Romance
176,Ain't She Sweet?,Susan Elizabeth Phillips,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348293825i/373606.jpg,Romance
177,"This Heart of Mine (Chicago Stars, #5)",Susan Elizabeth Phillips,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391625031i/73100.jpg,Romance
178,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558869586i/227443.jpg,Romance
179,"Existence (Existence, #1)",Abbi Glines,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327184429i/13223520.jpg,Romance
180,The Thorn Birds,Colleen McCullough,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548530867i/3412.jpg,Romance
181,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Abbi Glines,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349565157i/16070903.jpg,Romance
182,"Rock Chick (Rock Chick, #1)",Kristen Ashley,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266750153i/6538757.jpg,Romance
183,"Pushing the Limits (Pushing the Limits, #1)",Katie McGarry,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322770025i/10194514.jpg,Romance
184,Forget You,Jennifer Echols,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311064362i/7129588.jpg,Romance
185,"Wait for You (Wait for You, #1)",Jennifer L. Armentrout,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363819713i/17314430.jpg,Romance
186,"Forever Mine (The Moreno Brothers, #1)",Elizabeth Reyes,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327166807i/9279734.jpg,Romance
187,Practice Makes Perfect,Julie James,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342552769i/5082599.jpg,Romance
188,The Sky Is Everywhere,Jandy Nelson,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496659743i/6604794.jpg,Romance
189,"The Perfect Play (Play by Play, #1)",Jaci Burton,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1301853642i/8341567.jpg,Romance
190,"Fallen (Fallen, #1)",Lauren Kate,3.73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440619649i/6487308.jpg,Romance
191,"The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window, #1)",Kirsty Moseley,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398682775i/13628209.jpg,Romance
192,"Hex Hall (Hex Hall, #1)",Rachel Hawkins,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368393885i/5287473.jpg,Romance
193,"That Boy (That Boy, #1)",Jillian Dodd,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355105893i/16168721.jpg,Romance
194,"Devil in Winter (Wallflowers, #3)",Lisa Kleypas,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309220205i/114166.jpg,Romance
195,"The Madness of Lord Ian Mackenzie (Mackenzies & McBrides, #1)",Jennifer Ashley,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322336718i/5981872.jpg,Romance
196,Lock and Key,Sarah Dessen,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479691949i/1295102.jpg,Romance
197,The Darkest Night (Lords of the Underworld #1),Gena Showalter,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556847781i/476543.jpg,Romance
198,Heart on a Chain,Cindy C. Bennett,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326962009i/10295484.jpg,Romance
199,"Delirium (Delirium, #1)",Lauren Oliver,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327890411i/11614718.jpg,Romance
200,"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351276662i/304027.jpg,Romance
201,Slave to Sensation (Psy-Changeling #1),Nalini Singh,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403541641i/178476.jpg,Romance
202,"Nobody's Baby But Mine (Chicago Stars, #3)",Susan Elizabeth Phillips,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298032580i/73080.jpg,Romance
203,"Me Before You (Me Before You, #1)",Jojo Moyes,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357108762i/15507958.jpg,Romance
204,"Match Me If You Can (Chicago Stars, #6)",Susan Elizabeth Phillips,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327154923i/73089.jpg,Romance
205,"Cross My Heart (Cross My Heart, #1)",Katie Klein,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327886049i/10801027.jpg,Romance
206,North and South,Elizabeth Gaskell,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349633381i/156538.jpg,Romance
207,The Outsiders,S.E. Hinton,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442129426i/231804.jpg,Romance
208,"Goddess of Light (Goddess Summoning, #3)",P.C. Cast,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392424156i/30190.jpg,Romance
209,Honey Moon,Susan Elizabeth Phillips,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348428146i/790142.jpg,Romance
210,"Pleasure Unbound (Demonica, #1)",Larissa Ione,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1289064020i/2679633.jpg,Romance
211,Trust in Advertising,Victoria Michaels,3.89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356207477i/8599748.jpg,Romance
212,"Something Wonderful (Sequels, #2)",Judith McNaught,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435634530i/129616.jpg,Romance
213,Mr. Perfect,Linda Howard,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327960914i/469901.jpg,Romance
214,"Paradise (Second Opportunities, #1)",Judith McNaught,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921972i/16006.jpg,Romance
215,"Backstage Pass (Sinners on Tour, #1)",Olivia Cunning,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348192403i/8379374.jpg,Romance
216,"Taking Shots (Assassins, #1)",Toni Aleo,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362421880i/12805465.jpg,Romance
217,Redeeming Love,Francine Rivers,4.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550053167i/11422.jpg,Romance
218,"A Knight in Shining Armor (Montgomery/Taggert Family, #13)",Jude Deveraux,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330613623i/73385.jpg,Romance
219,Archer's Voice,Mia Sheridan,4.41,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477963466i/32822135.jpg,Romance
220,"Rules of Protection (Tangled in Texas, #1)",Alison Bliss,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407154312i/22859182.jpg,Romance
221,"Heaven, Texas (Chicago Stars, #2)",Susan Elizabeth Phillips,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308646849i/73084.jpg,Romance
222,"Almost Heaven (Sequels, #3)",Judith McNaught,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351327172i/129621.jpg,Romance
223,"Vision in White (Bride Quartet, #1)",Nora Roberts,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509938141i/5598113.jpg,Romance
224,Perfect You,Elizabeth Scott,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348018783i/1754206.jpg,Romance
225,"Perfect (Second Opportunities, #2)",Judith McNaught,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403442859i/129617.jpg,Romance
226,"Vain (The Seven Deadly, #1)",Fisher Amelie,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429895335i/25420031.jpg,Romance
227,"Unleashed (Ross Siblings, #1)",Cherrie Lynn,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384805371i/7202825.jpg,Romance
228,"The Coincidence of Callie & Kayden (The Coincidence, #1)",Jessica Sorensen,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353550763i/16113791.jpg,Romance
229,"Secrets of a Summer Night (Wallflowers, #1)",Lisa Kleypas,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298443922i/114162.jpg,Romance
230,"Lady Be Good (Wynette, Texas, #2)",Susan Elizabeth Phillips,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287625023i/73090.jpg,Romance
231,The Bridges of Madison County,Robert James Waller,3.61,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267141i/83674.jpg,Romance
232,Little Women,Louisa May Alcott,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562690475i/1934.jpg,Romance
233,"Firelight (Firelight, #1)",Sophie Jordan,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269737893i/6448470.jpg,Romance
234,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",Elizabeth Chandler,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388196002i/5575916.jpg,Romance
235,Dreams Come True,Bridgitte Lesley,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396991320i/21861048.jpg,Romance
236,After Forever Ends,Melodie Ramone,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348987002i/16046121.jpg,Romance
237,"The Mighty Storm (The Storm, #1)",Samantha Towle,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345793260i/15724654.jpg,Romance
238,Cry No More,Linda Howard,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172540015i/187500.jpg,Romance
239,The Secret (Highlands' Lairds #1),Julie Garwood,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312123398i/107770.jpg,Romance
240,"Jewels of the Sun (Gallaghers of Ardmore, #1)",Nora Roberts,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388194052i/59810.jpg,Romance
241,"The Marriage Bargain (Marriage to a Billionaire, #1)",Jennifer Probst,3.81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329319988i/13486122.jpg,Romance
242,Flowers from the Storm,Laura Kinsale,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275622146i/360259.jpg,Romance
243,"Smooth Talking Stranger (Travises, #3)",Lisa Kleypas,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388444124i/4066312.jpg,Romance
244,"Dream a Little Dream (Chicago Stars, #4)",Susan Elizabeth Phillips,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308818689i/73095.jpg,Romance
245,"Lord of Scoundrels (Scoundrels, #3)",Loretta Chase,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381766823i/425377.jpg,Romance
246,"Virgin River (Virgin River, #1)",Robyn Carr,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388191717i/184850.jpg,Romance
247,"Seduce Me at Sunrise (The Hathaways, #2)",Lisa Kleypas,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390526497i/2948832.jpg,Romance
248,Ugly Love,Colleen Hoover,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399179135i/17788401.jpg,Romance
249,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525097370i/8667848.jpg,Romance
250,"Bloodlines (Bloodlines, #1)",Richelle Mead,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297199431i/8709527.jpg,Romance
251,"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392344536i/366522.jpg,Romance
252,"Blue-Eyed Devil (Travises, #2)",Lisa Kleypas,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311990880i/1756703.jpg,Romance
253,"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward,4.41,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391511285i/7046495.jpg,Romance
254,"Extreme Exposure (I-Team, #1)",Pamela Clare,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290456764i/159767.jpg,Romance
255,"All The Wrong Reasons (Wrong Reasons, #1)",J.L. Paul,3.81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328177987i/11793544.jpg,Romance
256,"It Happened One Autumn (Wallflowers, #2)",Lisa Kleypas,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206425i/827412.jpg,Romance
257,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.36,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361099049i/2802316.jpg,Romance
258,"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1274211494i/110384.jpg,Romance
259,"Mackenzie's Mountain (Mackenzie Family, #1)",Linda Howard,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360541387i/662323.jpg,Romance
260,"Frostbite (Vampire Academy, #2)",Richelle Mead,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361098960i/2282133.jpg,Romance
261,Honor's Splendour,Julie Garwood,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313525352i/107774.jpg,Romance
262,"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315343569i/12513614.jpg,Romance
263,"Darkfever (Fever, #1)",Karen Marie Moning,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392579949i/112750.jpg,Romance
264,"Tangled (Tangled, #1)",Emma Chase,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375808439i/18297707.jpg,Romance
265,"The Deal (Off-Campus, #1)",Elle Kennedy,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431282052i/24920901.jpg,Romance
266,"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,4.38,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321039998i/5098079.jpg,Romance
267,"Ransom (Highlands' Lairds, #2)",Julie Garwood,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429128307i/107776.jpg,Romance
268,"Some Girls Bite (Chicagoland Vampires, #1)",Chloe Neill,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441402786i/4447622.jpg,Romance
269,Rebecca,Daphne du Maurier,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386605169i/17899948.jpg,Romance
270,Stardust,Neil Gaiman,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459127484i/16793.jpg,Romance
271,I've Got Your Number,Sophie Kinsella,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327956732i/12033455.jpg,Romance
272,Fantasy Lover (Hunter Legends Series #1),Sherrilyn Kenyon,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348332807i/84136.jpg,Romance
273,Morning Glory,LaVyrle Spencer,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313525407i/987577.jpg,Romance
274,Annie's Song,Catherine Anderson,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325836635i/659600.jpg,Romance
275,"The Wedding (Lairds' Fiancées, #2)",Julie Garwood,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295998049i/107778.jpg,Romance
276,Like Water for Chocolate,Laura Esquivel,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550721459i/6952.jpg,Romance
277,Montana Sky,Nora Roberts,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309197209i/114144.jpg,Romance
278,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452302i/6752378.jpg,Romance
279,"Dance Upon the Air (Three Sisters Island, #1)",Nora Roberts,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1263843885i/59829.jpg,Romance
280,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747i/10025305.jpg,Romance
281,Safe Haven,Nicholas Sparks,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344268800i/7812659.jpg,Romance
282,Northanger Abbey,Jane Austen,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388201718i/50398.jpg,Romance
283,"Taking Chances (Taking Chances, #1)",Molly McAdams,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344296221i/15739018.jpg,Romance
284,The Sea of Tranquility,Katja Millay,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465919812i/16151178.jpg,Romance
285,"The Selection (The Selection, #1)",Kiera Cass,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322103400i/10507293.jpg,Romance
